Class,Review,Review
2,"It was trying too hard to be artsy at times which resulted in it being boring in spots. Majority of it was predictable. My main issue was the reasoning behind all of the games. Yes, they are all in debt and need things paid off. Fair. So what is the reasoning for the mastermind to make all these people play games? He wanted to just have fun. This is lumped in with all the stupid reasons anime shows happen. Because of boredom or they just want to have fun/make things interesting. LAZY.
 
  
 
  
 
  0 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","He sometimes tried to be artistic, which allowed it to be boring in places. The majority was predictable. My main problem was the reasoning behind all the games. Yes, they are all in debt and need things to be paid. Fair. So what is the reasoning for the brain so that all these people play games? He just wanted to have fun. This is grouped together with all the stupid reasons for which the enime shows occur. Because of boredom or they just want to have fun / make things interesting. LAZY.
 
  
 
  
 
  0 on 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"The story was unpredictable.Strong character.Little bit gore.There is betrayal, sacrifice, strategy, greed, everything is on this film.Seriously you have to watch this before you die.
 
  
 
  0 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The story was unpredictable. Strong character.
 
  
 
  0 on 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Its about bunch of wealthy bored sadists betting on humans and killing the ones who lose.Story started of well with some goof ups and stupidity but it keeps you engaged.As you reach episode 6, it becomes quite evident who will survive and who won't. There is no explanation to what they do except for sadism and no value of human life.
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","These are heaps of sadistic rich in borehole betting on humans and killing those who lose. The state has started well with goof ups and stupidity, but that keeps you committed. As you reach episode 6, it becomes completely obvious which will survive and which has won 't. There is no explanation for what they do, except for sadism and no value of human life.
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"The Best Web Series Ever One Of The Best Series Of The WorLd No 1 this series show world real face must and best experience in my life .................................
 
  
 
  0 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The best web series of all time one of the best series in the world n ° 1 in this series show the world in the world and the best experience of my life ................ ...... ...........
 
  
 
  0 on 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"The movie started with great plots and provided great anticipation for viewer like me. It keeps your mind thinking what's the game coming next.However everything went south when the VIP appeared.. the movie added some low b-graded westerners with psycho minded which I don't see the connection at all. When they were ushered to the room with naked body paintings, the scenes were so disconnected.Apart from the above, this is a great movie.
 
  
 
  
 
  1 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The film started with superb plots and provided a great anticipation for the spectator like me. This makes it possible to think about what the game happens next. However, everything went south when the VIP appeared. The film added Westerners with low quality B with Psycho Minds, which I do not see at all the link. When they were inaugurated in the room with bare body paintings, the scenes were so disconnected.
 
  
 
  
 
  1 out of 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Started great. Beautiful scenery, surprising, promising. Then came E7 (VIP's)...the worst writing, directing and acting ever! Episodes 8 and 9 are nothing more than a bunch of cliches.Six episodes 10 points each. The last three no more than 1 point. Makes 7 points in total, but never before I watched something that went downhill so badly. If there is a 2nd season, I'll pass.
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Started great. Beautiful landscape, surprising, promising. Then came E7 (VIP) ... The worst writing, realization and never acting! Episodes 8 and 9 are nothing more than a bunch of shots. Six episodes 10 points each. The last three no more than one point. Made 7 points in total, but never before, I looked at something that has dropped so much. If there is a 2nd season, I will spend.
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I watched the show because it was trending and I couldn't stop until I finished it. The idea behind the show is close to Hunger Games or Battle Royale, it's about a game where people die and there is friendship and betrayal, even if you watched hunger games and battle royale this is still new and a very beautiful show that is set apart.The progression of the characters was beautiful, the acting was very good some say the VIP acting and dialog was bad, I didn't like it either but I think the dialog was meant to be stupid and cheezy like real psychopath rich people would have, it's like a separation from normal people and rich people with a sick mind, so if the VIP disturbed you I think that was the director's plan.The show is pleasing to the eye and ears, even if the players were locked in a place every game was in a different setting and was beautifully designed, the tense music during the games makes you anxious, idk... just watch it already !!!","I looked at the show because it was trendy and I couldn't stop before finishing it. The idea behind the show is close to Hunger Games or Battle Royale, it is a game where people die and there is friendship and betrayal, even if you have watched the hunger games and Battle Royale, it's still new and a very beautiful show that is apart. The progress of the characters was magnificent, the game was very good, some say that the VIP game and the dialog box were bad, I did not Not loved either but I think that the dialogue was supposed to be stupid and cheeky as the real people rich in psychopath would have, it is like a separation of normal and rich people with a sick mind, so if the VIP has disturbed you, I think it was the director's plan. The show is pleasant in eyes and ears, even if the players were locked in a place the game was in a different setting and was beautifully designed, the music stretched during the games makes you anxious, IDK ... just watch it already !!!"
2,"A dangerous man? Great idea. But the VIPs are very poor characters.
 
  
 
  0 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","A dangerous man? Good idea. But VIPs are very poor characters.
 
  
 
  0 on 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Watch ep 6 and then u will understand why this series is so famous.
 
  
 
  1 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Look at EP 6, then you will understand why this series is so famous.
 
  
 
  1 out of 3 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Squid game doesn't deserve half the hype it's getting. As someone who's easily satisfied, the plot is totally off, the actions certain characters decide to make and the whole ""fictional realism"" is mediocre at best.On the other hand, the visuals, colors and camerawork in general is amazing.
 
  
 
  3 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Calmar's game does not deserve half of the overhaul that it obtains. As an easily satisfied person, the plot is completely deactivated, the actions that some characters decide to do and all the ""fictitious realism"" is at best mediocre. On the other hand, visuals, colors and camera work in general are incredible.
 
  
 
  3 out of 3 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"There are people who have watched this series and are happy with it because it entertained them. But we are a few who have seen how many opportunities they have left behind. They could have brought a lot more out of it, instead of a grotesque mindless murdering.
 
  
 
  1 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","There are people who have watched this series and who are satisfied because it has entertained them. But we are a few who have seen how many opportunities they left. They could have drawn much more, instead of a grotesque insane murder.
 
  
 
  1 in 2 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"Maybe it's because I don't speak Korean and the translation is awful, but I heavily rely on IMDB to dictate the shows that I watch... having said that I cannot understand the hype around this show, I find it painful to watch and this isn't a new concept - games that involve brutally killing people... anyway I'm half way through and purely only watching because I don't want to be ""that guy"" that hasn't seen the infamous ""squid game"". But christ on a cracker... its not THAT good.
 
  
 
  1 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It may be because I do not speak Korean and that the translation is horrible, but I count strongly on IMDB to dictate the programs I watch ... After saying that I cannot understand the threshing this n ' is not a new concept - games that imply killing people brutally ... Anyway, I'm not halfway and you only look because I don't want to be ""this guy"" Who has not seen the infamous ""Calmars game"". But Christ on a cracker ... It's not that good.
 
  
 
  1 in 2 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Great story, great acting, not giving it a 10 because of the VIPs.Love Korean movies/series (Check out the movie 'Old Boy')
 
  
 
  2 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Great story, big acting, not giving him 10 because of the Korean films / series of vips.
 
  
 
  2 out of 3 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Very addictive. The most intense tug of war scene ever. This show will keep you curious, entertained and anxious the whole time. By the time the show is over you're left with a strange taste in ur mouth, mostly because the protagonist makes some very stupid choices that make no sense, this dude just keeps testing his luck assuming it will never run out. Anyways, this show runs back and forth from the depths of human depravity to the better angels of our nature. Definitely worth watching.
 
  
 
  2 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Very addictive. The most intense war tug of all time. This show will keep you curious, entertained and anxious all the time. As the show is finished, you have a strange taste in your mouth, mainly because the protagonist makes very stupid choices that make no sense, this guy continues to test his luck by assuming that he does not will never get out. Anyway, this spectacle comes and comes from the depths of human depravity to the best angels of our nature. Is really worth watching.
 
  
 
  2 out of 3 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"If the vips were done with Korean actors, or at least some people who know how to read off a script, this would be a 10/10 show. In episode 7, the VIPs are front and center, so that inevitably makes it the worst episode by far. This frustrates me even more, because this show was so close to being perfect. Hope the 2nd season (if they decide to make another) will fix these issues.
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","If the VIPs had finished with Korean actors, or at least some people who know how to read a script, it would be a 10/10 show. In episode 7, VIPs are at the front and center, which inevitably makes it the worst episode from afar. It frustrates me even more, because this show was so close to being perfect. I hope that the 2nd season (if they decide to do another one) will solve these problems.
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"No, it's not fun to watch
 
 No, it is not entertaining
 
 It is disgusting for the mindAll the crap with awful, silly high school acting.What did they achieve with this? Views? Big deal.Learning something? The opposite...
 
  
 
  9 out of 24 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","No, it's not fun to watch
 
 No, it's not entertaining
 
 It is disgusting for the mind shit with a horrible and silly high school act. What did they do with this? Views? Big Deal.Preler something? The opposite ...
 
  
 
  9 out of 24 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"The show is great, well worth a watch. Fantastic concept, brilliantly executed with some stellar acting and directing.But the English dub is.. laughably bad. The show drops from an 8/10 to a generous 5/10 when you watch it on the dub.Ignoring the atrocious acting from the English side of Squid Game, as soon as you switch it back to Korean, it instantly turn back into a beautiful piece of television, appealing to anyone aged 14 or over.An expert on cinema, or a bored Netflix subscriber with nothing else to do; both will enjoy it equally as this is one of the best shows Netflix has released. I would definitely recommend watching. It has some thrilling twists, fabulous performances from the Korean actors, and overall a great story. If you haven't yet - watch Squid Game. And watch it the way it was intended...","The show is great, worth a watch. Fantastic concept, brilliantly executed with a stellar game and lead. But the English dub is .. ridiculously bad. The show goes from an 8/10 to a generous 5/10 when you look at it on the dub .igning the atrocious action on the English side of the Calmar game, as soon as you return it to Korean, it is instantly recovered as A beautiful piece of television, calling on anyone aged 14 or more. A cinema expert, or a bored Netflix subscriber with nothing else to do; The two will also benefit from this because it is one of the best shows that Netflix has published. I would certainly recommend watching. He has exciting twists and turns, fabulous performances of Korean actors, and overall a great history. If you haven't done it yet, watch Squid Game. And look at him as it was intended ..."
2,"This show starts out amazing, and progresses amazingly too. The characters are all so distinct, not exactly very deep, but they get the job done and have shocking and powerful arcs. There were moments that made me cry, which I wasn't expecting. There was a point around the middle of the season where I was ready to call this the best TV show of the decade.And then the VIPs came in.Their acting was atrocious, like The-Room-level bad. I was scratching my head at how these guys were allowed on set. My only guess is there must be a language barrier that prevents the show's creators from being able to judge good acting in American dialogue. Not only did the VIPs break the immersion, they almost made the plot less interesting because by then the show started to delve into the sort of Hostel-esque depraved-rich-guys-watch-the-peasants-scuffle tropes.However, this didn't destroy the show for me, and I could have overlooked it. But then the show just sort of fell apart logically. First there was the glass hopscotch sort of game where I was just wondering throughout the entire thing: Why don't the contestants try to cling onto the frame of the platforms once they shatter? Why don't the contestants hold on to their shoes to chuck them at the platforms to see which are tempered glass and which aren't?And finally, Sae-Byeok, easily the most compelling character in the show, dies in the stupidest way possible. What was the point of her character development, particularly that incredible and poignant scene between her and the girl with the nose piercing? It angered me to see such a promising character die in such a dumb way. And maybe part of that is just a visceral reaction because she was my favorite character, but I feel like there was so much more potential and it all just fell flat, leaving the viewer feeling cheated by the build up. It's almost like the show said, ""Yeah we need to kill all the characters off quick 'cause, uh, finale's coming up, 'kay, let's get this over with.""Then what follows is a very unimpressive and cliche fight between Seong Gi-Hun and Mr. I'm-Completely-Selfish-Until-the-Plot-Demands-I-Sacrifice-Myself; followed by a kind of cool twist where Player 1 reveals he's not just alive but an undercover VIP the whole time (which is neat and all but really ruins what was one of my favorite scenes--the marble scene between him and Seong Gi-Hun); and then Seong Gi Hun becomes a strawberry and decides to, like, go rogue against the VIPs or something.I wouldn't have minded Sae-Byeok's death if it wasn't so rushed and anticlimactic. I wouldn't have minded any of this if it didn't literally counteract all the amazingness set up in the first half of the show. It's almost like two showrunners were fighting over the same concept.I still really did enjoy the good moments of the show, however, and I can't overstate that. I sat back in awe many times and said, ""This is one of the best scenes in TV history."" I will definitely rewatch the show, especially the first 6-ish episodes. There was never a moment (even when the season started getting bad) that I felt bored or disinterested. I feel like this show raises the bar for Netflix and I'm glad I watched it.I just also can't overstate how bad some of the decisions were. If it weren't for them, this would be the best show of the decade. And it still is a really good watch, if you're ready to suspend your disbelief quite a bit and okay with feeling slightly empty and frustrated by the end.
 
  
 
  
 
  190 out of 215 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This show begins incredible and also progresses surprisingly. The characters are all so distinct, not exactly very deep, but they do the work and have shocking and powerful arches. There were times that made me cry, what I did not expect. There was a moment around the middle of the season when I was ready to call it the best television program of the decade. And then the VIP arrived. Theirs play was excruciating, like the level of the room level. I scratch my head on how these guys were allowed on the set. My only supposition is that there must be a linguistic barrier which prevents the creators of the show from being able to judge a good game in American dialogue. Not only did the VIPs broke the immersion, but they almost made the plot less interesting because at that time, the spectacle began to immerse itself in the kind of tropes of rays with rich depraved in the hostel . I do not destroy the show for me, and I could have neglected it. But the show has sort of logically collapsed. First of all, there was the game of the glass hobs where I wondered throughout everything: why don't the competitors try to hang on the frame of the platforms once they break? Why don't the competitors keep their shoes to throw them on the platforms to see what are the tempered glass and which are not? And finally, Sae-Byeok, easily the most convincing character in the series, dies in the most stupid way possible. What was the interest of the development of her character, in particular of this incredible and poignant scene between her and the girl with the drilling of the nose? It made me angry to see such a promising character die in such a stupid way. And perhaps a part of this is only a visceral reaction because she was my favorite character, but I have the impression that there was so much more potential and everything fell flat, leaving the spectator deceived by accumulation. It is almost as if the show said: ""Yeah, we have to kill all the characters because, uh, the final arrives"" -Hun and M. I am-integrated-selfish-the-prlots-demands-i- Sacrifice-Myself; Followed by a kind of cool touch where player 1 reveals that he is not only alive but a VIP infilt)); And then Seong Gi Hun becomes a strawberry and decides, like, making a thug against VIPs or something. I would not have disturbed all of this if that did not literally thwart the incredible implementation in the first half of the show. It is almost as if two showrunners were fighting on the same concept. I always really enjoyed the good times of the show, and I cannot overestimate this. I sat several times and said: ""It is one of the best scenes in television history."" I will certainly see the series again, in particular the first 6 episodes. There has never been a moment (even when the season started to get bad) that I felt bored or disinterested. I have the impression that this show increases the bar of Netflix and I am happy to have watched it. I cannot exaggerate too much how much decisions were serious. If it was not for them, it would be the best show of the decade. And this is always a very good watch, if you are ready to suspend your disbelief a little and agree to feel slightly empty and frustrated at the end.
 
  
 
  
 
  190 out of 215 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"This show is absolutely amazing and i would very highly reccomend it but it has one big flaw in my eye, how did they always set up the perfect amount of chairs and that, i mean in the steak dinner scene, you cant just tell me that they had a triangular table laying around.
 
  
 
  
 
  2 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This show is absolutely incredible and I would recommend it very strongly, but it has a big defect in my eyes, how have they always set up the perfect amount of chairs and that, I mean in the scene of the steak dinner, you Can't tell me that they had an elongated triangular table.
 
  
 
  
 
  2 out of 6 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"This is a boring series i really dont understand why it is so popular. Adults playing childrens games but they die if they fail... it dont even sound like a good idea.
 
  
 
  
 
  5 out of 8 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It's a boring series, I really don't understand why it is so popular. Adults playing children's games but they die if they fail ... It doesn't even seem to be a good idea.
 
  
 
  
 
  5 out of 8 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"Extremely bad acting (including the amazing VIP characters - WTF was that?), predictable ending and scenes that dragged on for too long. There is no character development and your don't feel connected to them or their dramas.
 
  
 
  7 out of 18 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","An extremely bad game (including the incredible VIP characters - WTF was it?), Predictable end and scenes that dragged too long. There is no character development and you do not feel connected to them or their dramas.
 
  
 
  7 out of 18 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Good show,few great episode & absolutely rubbish ending.
 
  
 
  3 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Good show, some great episodes and an absolutely end of garbage.
 
  
 
  3 out of 3 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"My score should be 8.5, but I will round it up.The bad:
 
 Questionable ending which is suggesting a season 2VIPs acting and visit purposePolice substory is lacklusterThe good:
 
 Well written and thrilling story inspired by multiple works in this genre, but piecing some of the best of each (Kaiji, Alice in Borderland, etc.)Different perspectives are brought to the table and the story allows the viewers to know a lot of the different characters.Original soundtrack matched the situation quite wellKR actors acting.","My score should be 8.5, but I'm going to round it.
 
 A questionable end which suggests a season 2Vips Act and visit the subsist of Pusposepolice is dull.
 
 A well -written and exciting story inspired by several works in this genre, but by bringing together some of the best of each (Kaiji, Alice in Borderland, etc.) different perspectives are brought to the table and the story allows viewers to know a big part of the different characters. The original soundtrack corresponded to the situation of actors well-being."
2,"Squid Games' is the finest web series you can watch today on Netflix. And, if you are a fan of South Korean cinema, you will love every bit of it. They arguably produce the highest quality films in the world.Highly recommended. The perfect weekend binge!!
 
  
 
  1 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Squid Games' is the best web series you can watch today on Netflix. And, if you are a fan of South Korean cinema, you will love everything. They undoubtedly produce the highest quality films in the world, highly recommended. The perfect weekend frenzy !!
 
  
 
  1 out of 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Its good to watch but ending is absurd...it won't reach any conclusion...overall its a one time watch, there are some characters without a background story.
 
  
 
  1 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It's good to look but the end is absurd ... It will not reach any conclusion ... Overall, it is a unique watch, there are characters without a background story.
 
  
 
  1 out of 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"This show is great so far. It has a cool mystery and style BUT the reason I believe it's so popular is because of its anime style concept. This show has an outlandish concept style that isn't popular in typical American media but is very popular in anime. I believe this show is so popular because everyone who loves anime likes the show. Not just that but those who have never seen anime because of stigma but would enjoy the medium LOVE this show because it's the first thing they have seen like it. Everyone is raving about this show because they have never seen anything like it (except for us anime watchers). I believe this show's popularity represents a huge shift in entertainment. I think this will be a gateway for it's fans into other non-American entertainment forms, most specifically anime.
 
  
 
  9 out of 14 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This show is great so far. He has a cool mystery and style, but the reason why I think he is so popular is because of his animated style concept. This show has a bizarre concept style which is not popular in the typical American media but which is very popular in the anime. I believe that this show is so popular because everyone who loves anime love the show. Not only that, but those who have never seen the anime because of stigma but would appreciate the medium love this show because it is the first thing they saw like that. Everyone is delirious about this show because they have never seen anything like it (except for us, anime observers). I believe that the popularity of this program represents a huge change in entertainment. I think it will be a bridge for its fans in other forms of non -American entertainment, the most specifically anime.
 
  
 
  9 out of 14 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Really a great show with great concept. Every death scene has its own logical situation, great cinematic shots and good story everyone should watch it. Literally Don't listen to those people who are calling this series overrated. Those people are burning because of the overhypeness of this series.must watch series.
 
  
 
  1 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Really a big show with an excellent concept. Each death scene has its own logical situation, superb cinematographic photos and a good story that everyone should watch it. Literally do not listen to these people who call this surface series. These people burn due to the stitching of this series.
 
  
 
  1 out of 6 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"This is an Over acted and stupid show. You just don't care about the characters and it's all over the place. Also this is a re ash of so many other movies and nothing original. Finally the English translation voice over is just horrible.
 
  
 
  13 out of 21 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It is a spectacle too played and stupid. You don't care about the characters and it's everywhere. It is also an ash of so many other films and nothing original. Finally, the voiceover of the English translation is simply horrible.
 
  
 
  13 out of 21 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"SQUID GAME IS ONE OF THE GREATEST WEB SERIES IN THE WORLD. THIS WEB SERIES IS INCREDIBLE & LEGENDARY. ALL OF YOU SHOULD WATCH THIS ONCE. LITERALLY ALL THE EPISODES ARE BEST OF THE BEST. YOU WILL GET EMOTIONAL,THRILLED,EXCITED & BREATHE TAKING AT THE SAME TIME.IT'S A TOTAL FASCINATION. I AM OBSESSED IN IT. I AM WATCHING IT AGAIN AND AGAIN. ALL THE ACTORS & ACTRESS WERE AMAZING.ACTUALLY ""LEE JUNG-JAE"" HIS ACTING WAS TOO REALISTIC. IT WAS THE BEST CHARACTER. INFINITE SALUTE TO THE DIRECTOR ""HWANG DONG-HYUK"" FOR GIVING US THIS OUTSTANDING WEB SERIES. THE ENDING OF SQUID GAME IS VERY TWISTING & ASTOUNDING.OF COURSE THE BACKGROUND MUSIC WAS TOO MUCH THRILLING.""HONEY COMB"" PART WILL BE MEMORABLE FOREVER. ON THE OTHER SIDE ""GGANBU"" PART WAS TOO MUCH EMOTIONAL & PAINFUL.SO, GUYS WATCH SQUID GAME ONCE BEFORE YOU DIE.WAITING FOR ""SQUID GAME: SEASON 2""... ... ...","Squid Game is one of the largest web series in the world. This web series is incredible and legendary. You should all look at this once. Literally, all the episodes are the best of the best. You will become emotional, delighted, excited and breathes at the same time. It is a total fascination. I am obsessed with it. I look at him again and again. All the actors and the actress were incredible. In fact, ""Lee Jung-Jae"", his game was too realistic. He was the best character. Infinite halite to the director ""Hwang Dong-Hyuk"" for having given us this exceptional web series. The end of Calmar's game is very rotating and amazing. During the course, the background music was too exciting. The ""Honey Pegl"" part will be memorable forever. On the other side, the ""gganbu"" part was too emotional and painful. So guys watch the squid game once before dying."
0,"This show is very overrated. Had to push through the series not binge-worthy at all. The whole storyline is predictable and I'm entertaining since nothing is actually surprising in the plot. Really don't understand the hype. The only entertaining part are watching how elegant the games are put together and the shots of them dying are very well done.
 
  
 
  2 out of 4 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This show is very overrated. I had to push through the series which is not at all worthy of the frenzy. The whole story is predictable and I am entertaining because nothing is really surprising in the plot. I really don't understand media threshing. The only entertaining part is to look at how elegant the games are and the boost to die are very well done.
 
  
 
  2 out of 4 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Here is why we wanted to say about Squid Game. I miss movies and shows like this. We haven't had anything similar for awhile. I thought the character development was top notch. I seriously cared about 8 characters. This made it fun because I had no idea who would die or win. All of the characters are flawed. There wasn't a typical hero or someone you really hated and I loved that. The acting was really really good for several characters. The directing and writing was really good. It was exciting and fun with lots of twists and turns. The concept was pretty cool and you could do sequels and it would be just as fun as long as you can find more actors as great as these. If you enjoyed the Hunger Games you will probably really like this series. My husband said it was a cross between Saw, Hunger Games and the minions (only for the outfits). I haven't seen Saw and don't like torture, but I enjoyed this. However, if you are not cool with lots of people dying you might think it's too much. Also, we all binged the season in two days and are still like wait a minute? I was thinking about this and wow, is this what really happened? Enjoy!","Here's why we wanted to say about Squid Game. I miss films and shows. We haven't been similar for some time. I thought that the development of the character was of first order. I was seriously concerned with 8 characters. It made him fun because I did not know who would die or win. All the characters are defective. There was no typical hero or someone you really hated and I loved it. The game was really really good for several characters. The staging and writing were really good. It was exciting and fun with a lot of twists and turns. The concept was pretty cool and you could make consequences and it would be just as fun as long as you can find more actors as large as these. If you enjoyed hunger games, you will probably really like this series. My husband said it was a cross between Saw, Hunger Games and the Minions (only for outfits). I did not see and I don't like torture, but I enjoyed it. However, if you're not cool with many people who die, you might think it's too much. In addition, we all hit the season in two days and we are still like waiting for a minute? I thought about it and wow, is that what really happened? Enjoy!"
2,"No doubt it is a one of the Best web Series. I recommend everyone to watch this.
 
  
 
  2 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","There is no doubt that it is one of the best web series. I recommend everyone to look at this.
 
  
 
  2 out of 3 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,".... And it'll do its job. The games gave me anxiety and goosebumps. Definitely worth watching a few episodes at a time.
 
  
 
  3 out of 5 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink",".... and he will do his job. The games gave me anxiety and goosebumps. Is really worth watching a few episodes at a time.
 
  
 
  3 out of 5 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"This Series shows the Real life financial crisis and debts and giving the worth through a game which is death or alive worth a watch.
 
  
 
  4 out of 7 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This series shows the financial crisis and the debts of real life and giving the value of a game that is Death or Alive Watch.
 
  
 
  4 out of 7 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"Good plot but could have been wrapped up in half the episodes. Some of the acting is atrocious. Just don't understand these ratings.
 
  
 
  0 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Good intrigue but could have been wrapped in half of the episodes. Part of the game is excruciating. I just don't understand these notes.
 
  
 
  0 out of 2 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"The worst acting in the history of TV/film.Just plain awful. I would rather eat a 2 metre mound of dog excrement than sit through another ep of this tripe.
 
  
 
  7 out of 19 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The worst actor in the history of television / film. I prefer to eat a 2 -meter mound of dog excrement than to sit through another EP of these guts.
 
  
 
  7 out of 19 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
